"Date","Price","Open","High","Low","Vol.","Change %"
"09/30/2025","21,564.5","21,497.6","21,572.1","21,401.6","","0.31%"
"09/29/2025","21,497.6","21,477.5","21,551.4","21,443.3","","0.09%"
"09/26/2025","21,477.5","21,337.0","21,507.2","21,337.0","","0.66%"
"09/25/2025","21,337.0","21,483.5","21,483.5","21,264.5","","-0.68%"
"09/24/2025","21,483.5","21,548.2","21,597.5","21,469.7","","-0.30%"
"09/23/2025","21,548.2","21,542.5","21,696.1","21,524.1","","0.03%"
"09/22/2025","21,542.5","21,494.0","21,575.8","21,421.8","","0.23%"
"09/19/2025","21,494.0","21,504.3","21,535.6","21,425.8","","-0.05%"
"09/18/2025","21,504.3","21,439.9","21,551.0","21,410.3","","0.30%"
"09/17/2025","21,439.9","21,375.2","21,596.8","21,319.2","","0.30%"
"09/16/2025","21,375.2","21,394.6","21,434.9","21,314.3","","-0.09%"
"09/15/2025","21,394.6","21,374.3","21,461.3","21,369.8","","0.09%"
"09/12/2025","21,374.3","21,533.6","21,533.6","21,369.8","","-0.74%"
"09/11/2025","21,533.6","21,294.6","21,542.4","21,294.6","","1.12%"
"09/10/2025","21,294.6","21,193.1","21,376.1","21,193.1","","0.48%"
"09/09/2025","21,193.1","21,173.6","21,228.3","21,148.9","","0.09%"
"09/08/2025","21,173.6","21,136.0","21,186.0","21,056.4","","0.18%"
"09/05/2025","21,136.0","21,157.9","21,282.6","21,021.6","","-0.10%"
"09/04/2025","21,157.9","21,008.1","21,159.7","20,991.9","","0.71%"
"09/03/2025","21,008.1","21,044.9","21,047.7","20,915.2","","-0.17%"
"09/02/2025","21,044.9","21,151.5","21,151.5","20,894.6","","-0.50%"
"08/29/2025","21,151.5","21,165.1","21,183.0","21,083.4","","-0.06%"
"08/28/2025","21,165.1","21,132.4","21,182.8","21,088.9","","0.15%"
"08/27/2025","21,132.4","21,082.6","21,158.7","21,032.2","","0.24%"
"08/26/2025","21,082.6","21,000.6","21,095.5","20,980.5","","0.39%"
"08/25/2025","21,000.6","21,150.1","21,151.4","21,000.4","","-0.71%"
"08/22/2025","21,150.1","20,818.6","21,195.7","20,818.6","","1.59%"
"08/21/2025","20,818.6","20,865.6","20,865.6","20,746.9","","-0.23%"
"08/20/2025","20,865.6","20,820.7","20,896.5","20,776.4","","0.22%"
"08/19/2025","20,820.7","20,816.2","20,927.4","20,788.6","","0.02%"
"08/18/2025","20,816.2","20,802.7","20,844.5","20,784.8","","0.07%"
"08/15/2025","20,802.7","20,808.4","20,871.1","20,780.5","","-0.03%"
"08/14/2025","20,808.4","20,867.7","20,867.7","20,710.8","","-0.28%"
"08/13/2025","20,867.7","20,709.7","20,872.7","20,709.7","","0.76%"
"08/12/2025","20,709.7","20,483.2","20,712.3","20,483.2","","1.11%"
"08/11/2025","20,483.2","20,524.2","20,580.8","20,462.5","","-0.20%"
"08/08/2025","20,524.2","20,465.8","20,575.7","20,465.8","","0.29%"
"08/07/2025","20,465.8","20,489.1","20,643.0","20,402.9","","-0.11%"
"08/06/2025","20,489.1","20,457.1","20,538.2","20,445.5","","0.16%"
"08/05/2025","20,457.1","20,488.9","20,527.6","20,364.8","","-0.16%"
"08/04/2025","20,488.9","20,267.7","20,489.3","20,267.7","","1.09%"
"08/01/2025","20,267.7","20,458.4","20,458.4","20,131.8","","-0.93%"
"07/31/2025","20,458.4","20,630.9","20,657.8","20,421.7","","-0.84%"
"07/30/2025","20,630.9","20,761.6","20,771.2","20,551.8","","-0.63%"
"07/29/2025","20,761.6","20,821.3","20,821.3","20,723.9","","-0.29%"
"07/28/2025","20,821.3","20,950.4","20,950.4","20,786.7","","-0.62%"
"07/25/2025","20,950.4","20,853.4","20,959.3","20,832.3","","0.47%"
"07/24/2025","20,853.4","20,921.8","20,950.9","20,853.4","","-0.33%"
"07/23/2025","20,921.8","20,658.8","20,924.9","20,658.8","","1.27%"
"07/22/2025","20,658.8","20,514.5","20,675.3","20,514.5","","0.70%"
"07/21/2025","20,514.5","20,541.6","20,665.2","20,513.5","","-0.13%"
"07/18/2025","20,541.6","20,589.5","20,647.7","20,512.2","","-0.23%"
"07/17/2025","20,589.5","20,485.7","20,617.9","20,455.8","","0.51%"
"07/16/2025","20,485.7","20,374.4","20,502.3","20,277.7","","0.55%"
"07/15/2025","20,374.4","20,581.4","20,627.3","20,370.8","","-1.01%"
"07/14/2025","20,581.4","20,547.7","20,594.8","20,484.6","","0.16%"
"07/11/2025","20,547.7","20,678.1","20,678.1","20,499.6","","-0.63%"
"07/10/2025","20,678.1","20,608.2","20,724.6","20,574.1","","0.34%"
"07/09/2025","20,608.2","20,542.0","20,616.0","20,515.2","","0.32%"
"07/08/2025","20,542.0","20,545.6","20,599.2","20,524.3","","-0.02%"
"07/07/2025","20,545.6","20,725.8","20,725.8","20,441.5","","-0.87%"
"07/03/2025","20,725.8","20,596.9","20,742.4","20,596.9","","0.63%"
"07/02/2025","20,596.9","20,541.4","20,596.9","20,477.7","","0.27%"
"07/01/2025","20,541.4","20,429.6","20,582.3","20,393.7","","0.55%"
"06/30/2025","20,429.6","20,338.4","20,440.6","20,338.4","","0.45%"
"06/27/2025","20,338.4","20,256.2","20,435.3","20,243.2","","0.41%"
"06/26/2025","20,256.2","20,087.4","20,273.3","20,087.4","","0.84%"
"06/25/2025","20,087.4","20,217.3","20,217.3","20,083.1","","-0.64%"
"06/24/2025","20,217.3","20,008.2","20,262.2","20,008.2","","1.05%"
"06/23/2025","20,008.2","19,868.4","20,017.1","19,765.4","","0.70%"
"06/20/2025","19,868.4","19,901.1","19,967.5","19,838.3","","-0.16%"
"06/18/2025","19,901.1","19,918.3","20,016.4","19,882.9","","-0.09%"
"06/17/2025","19,918.3","20,088.0","20,088.0","19,903.4","","-0.84%"
"06/16/2025","20,088.0","19,981.1","20,204.4","19,981.1","","0.54%"
"06/13/2025","19,981.1","20,199.5","20,199.5","19,934.6","","-1.08%"
"06/12/2025","20,199.5","20,119.1","20,199.5","20,053.0","","0.40%"
"06/11/2025","20,119.1","20,114.8","20,194.2","20,068.5","","0.02%"
"06/10/2025","20,114.8","20,034.5","20,133.4","20,034.5","","0.40%"
"06/09/2025","20,034.5","20,045.4","20,110.4","19,983.5","","-0.05%"
"06/06/2025","20,045.4","19,883.3","20,077.1","19,883.3","","0.82%"
"06/05/2025","19,883.3","19,887.3","19,959.1","19,831.3","","-0.02%"
"06/04/2025","19,887.3","19,912.4","20,008.8","19,887.3","","-0.13%"
"06/03/2025","19,912.4","19,834.8","19,934.7","19,738.8","","0.39%"
"06/02/2025","19,834.8","19,783.8","19,835.2","19,599.4","","0.26%"
"05/30/2025","19,783.8","19,743.8","19,824.4","19,613.9","","0.20%"
"05/29/2025","19,743.8","19,678.9","19,750.8","19,603.8","","0.33%"
"05/28/2025","19,678.9","19,829.9","19,829.9","19,655.4","","-0.76%"
"05/27/2025","19,829.9","19,534.8","19,838.8","19,534.8","","1.51%"
"05/23/2025","19,534.8","19,564.7","19,587.8","19,390.9","","-0.15%"
"05/22/2025","19,564.7","19,607.8","19,659.6","19,476.7","","-0.22%"
"05/21/2025","19,607.8","19,942.2","19,942.2","19,592.1","","-1.68%"
"05/20/2025","19,942.2","19,975.1","19,993.8","19,871.0","","-0.16%"
"05/19/2025","19,975.1","19,934.1","19,981.3","19,782.5","","0.21%"
"05/16/2025","19,934.1","19,784.7","19,934.1","19,754.7","","0.76%"
"05/15/2025","19,784.7","19,628.5","19,791.6","19,585.9","","0.80%"
"05/14/2025","19,628.5","19,723.4","19,742.8","19,598.0","","-0.48%"
"05/13/2025","19,723.4","19,711.5","19,794.4","19,675.3","","0.06%"
"05/12/2025","19,711.5","19,319.2","19,716.9","19,319.2","","2.03%"
"05/09/2025","19,319.2","19,314.2","19,406.6","19,292.9","","0.03%"
"05/08/2025","19,314.2","19,262.4","19,491.2","19,262.4","","0.27%"
"05/07/2025","19,262.4","19,182.2","19,332.3","19,176.9","","0.42%"
"05/06/2025","19,182.2","19,303.2","19,310.7","19,138.4","","-0.63%"
"05/05/2025","19,303.2","19,386.7","19,400.5","19,253.8","","-0.43%"
"05/02/2025","19,386.7","19,049.8","19,420.8","19,049.8","","1.77%"
"05/01/2025","19,049.8","19,114.2","19,191.1","19,032.9","","-0.34%"
"04/30/2025","19,114.2","19,089.2","19,149.9","18,753.6","","0.13%"
"04/29/2025","19,089.2","18,971.7","19,130.8","18,924.7","","0.62%"
"04/28/2025","18,971.7","18,899.8","19,030.7","18,822.4","","0.38%"
"04/25/2025","18,899.8","18,895.4","18,909.5","18,743.8","","0.02%"
"04/24/2025","18,895.4","18,631.1","18,918.3","18,600.1","","1.42%"
"04/23/2025","18,631.1","18,455.1","18,944.3","18,455.1","","0.95%"
"04/22/2025","18,455.1","18,032.4","18,491.3","18,032.4","","2.34%"
"04/21/2025","18,032.4","18,367.1","18,367.1","17,857.8","","-1.82%"
"04/17/2025","18,367.1","18,245.7","18,515.0","18,245.7","","0.67%"
"04/16/2025","18,245.7","18,430.0","18,503.2","18,124.5","","-1.00%"
"04/15/2025","18,430.0","18,432.2","18,604.1","18,421.5","","-0.01%"
"04/14/2025","18,432.2","18,219.7","18,521.1","18,219.7","","1.17%"
"04/11/2025","18,219.7","17,890.6","18,278.2","17,780.6","","1.84%"
"04/10/2025","17,890.6","18,398.5","18,398.5","17,441.0","","-2.76%"
"04/09/2025","18,398.5","17,188.5","18,484.4","16,925.6","","7.04%"
"04/08/2025","17,188.5","17,438.6","18,002.6","16,956.3","","-1.43%"
"04/07/2025","17,438.6","17,618.6","18,021.3","16,820.1","","-1.02%"
"04/04/2025","17,618.6","18,767.2","18,767.2","17,583.7","","-6.12%"
"04/03/2025","18,767.2","19,532.7","19,532.7","18,758.3","","-3.92%"
"04/02/2025","19,532.7","19,398.3","19,563.2","19,258.1","","0.69%"
"04/01/2025","19,398.3","19,395.9","19,463.5","19,204.2","","0.01%"
"03/31/2025","19,395.9","19,270.3","19,471.9","19,044.6","","0.65%"
"03/28/2025","19,270.3","19,534.7","19,534.7","19,227.1","","-1.35%"
"03/27/2025","19,534.7","19,585.8","19,631.2","19,448.8","","-0.26%"
"03/26/2025","19,585.8","19,678.4","19,741.7","19,529.4","","-0.47%"
"03/25/2025","19,678.4","19,704.2","19,772.3","19,616.0","","-0.13%"
"03/24/2025","19,704.2","19,454.3","19,724.2","19,454.3","","1.28%"
"03/21/2025","19,454.3","19,537.3","19,537.3","19,308.7","","-0.42%"
"03/20/2025","19,537.3","19,581.3","19,617.7","19,446.5","","-0.22%"
"03/19/2025","19,581.3","19,421.6","19,663.6","19,417.8","","0.82%"
"03/18/2025","19,421.6","19,494.7","19,495.7","19,348.4","","-0.38%"
"03/17/2025","19,494.7","19,231.3","19,551.0","19,231.3","","1.37%"
"03/14/2025","19,231.3","18,875.5","19,245.4","18,875.5","","1.88%"
"03/13/2025","18,875.5","19,051.6","19,068.2","18,818.5","","-0.92%"
"03/12/2025","19,051.6","19,052.1","19,185.9","18,912.9","","0.00%"
"03/11/2025","19,052.1","19,202.4","19,202.4","18,930.1","","-0.78%"
"03/10/2025","19,202.4","19,573.1","19,573.1","19,052.8","","-1.89%"
"03/07/2025","19,573.1","19,506.3","19,607.9","19,291.7","","0.34%"
"03/06/2025","19,506.3","19,754.6","19,754.6","19,428.0","","-1.26%"
"03/05/2025","19,754.6","19,495.6","19,794.7","19,495.6","","1.33%"
"03/04/2025","19,495.6","19,823.5","19,823.5","19,383.4","","-1.65%"
"03/03/2025","19,823.5","20,028.2","20,161.9","19,714.4","","-1.02%"
"02/28/2025","20,028.2","19,808.2","20,035.8","19,730.9","","1.11%"
"02/27/2025","19,808.2","19,932.8","20,043.0","19,803.3","","-0.63%"
"02/26/2025","19,932.8","19,924.1","20,080.9","19,889.2","","0.04%"
"02/25/2025","19,924.1","19,859.2","19,990.9","19,775.6","","0.33%"
"02/24/2025","19,859.2","19,881.5","19,958.8","19,796.3","","-0.11%"
"02/21/2025","19,881.5","20,149.8","20,149.8","19,847.6","","-1.33%"
"02/20/2025","20,149.8","20,228.2","20,228.2","20,044.4","","-0.39%"
"02/19/2025","20,228.2","20,240.4","20,240.4","20,144.3","","-0.06%"
"02/18/2025","20,240.4","20,130.5","20,240.6","20,130.5","","0.55%"
"02/14/2025","20,130.5","20,181.3","20,239.3","20,120.8","","-0.25%"
"02/13/2025","20,181.3","20,062.3","20,190.9","20,034.3","","0.59%"
"02/12/2025","20,062.3","20,168.2","20,168.2","19,955.5","","-0.53%"
"02/11/2025","20,168.2","20,117.9","20,180.6","20,049.4","","0.25%"
"02/10/2025","20,117.9","20,039.5","20,143.5","20,039.5","","0.39%"
"02/07/2025","20,039.5","20,157.6","20,230.8","20,034.6","","-0.59%"
"02/06/2025","20,157.6","20,128.9","20,211.0","20,057.0","","0.14%"
"02/05/2025","20,128.9","19,964.6","20,130.2","19,964.6","","0.82%"
"02/04/2025","19,964.6","19,870.3","19,990.7","19,870.3","","0.47%"
"02/03/2025","19,870.3","19,998.8","19,998.8","19,639.3","","-0.64%"
"01/31/2025","19,998.8","20,166.2","20,212.2","19,984.1","","-0.83%"
"01/30/2025","20,166.2","19,927.5","20,218.7","19,927.5","","1.20%"
"01/29/2025","19,927.5","19,970.6","20,057.7","19,881.7","","-0.22%"
"01/28/2025","19,970.6","19,980.0","20,009.5","19,903.2","","-0.05%"
"01/27/2025","19,980.0","19,997.5","19,997.5","19,839.4","","-0.09%"
"01/24/2025","19,997.5","19,978.8","20,047.1","19,966.4","","0.09%"
"01/23/2025","19,978.8","19,827.6","19,978.8","19,827.6","","0.76%"
"01/22/2025","19,827.6","19,893.6","19,927.8","19,822.0","","-0.33%"
"01/21/2025","19,893.6","19,607.4","19,897.3","19,607.4","","1.46%"
"01/17/2025","19,607.4","19,548.6","19,673.7","19,548.6","","0.30%"
"01/16/2025","19,548.6","19,422.7","19,570.6","19,408.5","","0.65%"
"01/15/2025","19,422.7","19,176.7","19,461.6","19,176.7","","1.28%"
"01/14/2025","19,176.7","19,047.3","19,187.1","19,026.4","","0.68%"
"01/13/2025","19,047.3","18,963.0","19,050.3","18,857.2","","0.44%"
"01/10/2025","18,963.0","19,240.7","19,240.7","18,941.5","","-1.44%"
"01/08/2025","19,240.7","19,213.9","19,245.1","19,080.2","","0.14%"
"01/07/2025","19,213.9","19,261.4","19,383.5","19,157.2","","-0.25%"
"01/06/2025","19,261.4","19,254.3","19,426.8","19,236.5","","0.04%"
"01/03/2025","19,254.3","19,095.4","19,276.7","19,095.4","","0.83%"
"01/02/2025","19,095.4","19,097.1","19,254.7","19,014.4","","-0.01%"
"12/31/2024","19,097.1","19,077.9","19,175.5","19,036.2","","0.10%"
"12/30/2024","19,077.9","19,238.5","19,238.5","18,953.6","","-0.83%"
"12/27/2024","19,238.5","19,364.5","19,365.6","19,156.3","","-0.65%"
"12/26/2024","19,364.5","19,341.5","19,387.4","19,282.1","","0.12%"
"12/24/2024","19,341.5","19,207.1","19,341.8","19,189.2","","0.70%"
"12/23/2024","19,207.1","19,119.4","19,222.0","19,009.6","","0.46%"
"12/20/2024","19,119.4","18,958.2","19,246.4","18,860.6","","0.85%"
"12/19/2024","18,958.2","18,987.0","19,191.9","18,956.0","","-0.15%"
"12/18/2024","18,987.0","19,517.6","19,563.3","18,983.1","","-2.72%"
"12/17/2024","19,517.6","19,627.7","19,627.7","19,484.5","","-0.56%"
"12/16/2024","19,627.7","19,729.4","19,773.1","19,615.7","","-0.52%"
"12/13/2024","19,729.4","19,769.1","19,792.2","19,699.2","","-0.20%"
"12/12/2024","19,769.1","19,891.0","19,898.0","19,769.1","","-0.61%"
"12/11/2024","19,891.0","19,881.9","19,946.7","19,877.1","","0.05%"
"12/10/2024","19,881.9","20,006.3","20,006.3","19,870.3","","-0.62%"
"12/09/2024","20,006.3","20,107.8","20,180.9","20,005.4","","-0.50%"
"12/06/2024","20,107.8","20,157.4","20,223.5","20,083.9","","-0.25%"
"12/05/2024","20,157.4","20,188.6","20,237.8","20,153.9","","-0.15%"
"12/04/2024","20,188.6","20,185.8","20,219.0","20,130.7","","0.01%"
"12/03/2024","20,185.8","20,213.2","20,270.4","20,158.1","","-0.14%"
"12/02/2024","20,213.2","20,272.0","20,315.6","20,158.4","","-0.29%"
"11/29/2024","20,272.0","20,209.8","20,332.5","20,209.8","","0.31%"
"11/27/2024","20,209.8","20,219.4","20,303.8","20,198.8","","-0.05%"
"11/26/2024","20,219.4","20,220.4","20,235.5","20,125.3","","0.00%"
"11/25/2024","20,220.4","20,123.4","20,300.2","20,123.4","","0.48%"
"11/22/2024","20,123.4","19,968.3","20,132.5","19,968.3","","0.78%"
"11/21/2024","19,968.3","19,749.1","20,008.8","19,749.1","","1.11%"
"11/20/2024","19,749.1","19,718.3","19,760.3","19,624.0","","0.16%"
"11/19/2024","19,718.3","19,718.4","19,740.4","19,566.1","","0.00%"
"11/18/2024","19,718.4","19,645.8","19,746.5","19,626.5","","0.37%"
"11/15/2024","19,645.8","19,733.6","19,733.6","19,609.4","","-0.44%"
"11/14/2024","19,733.6","19,845.4","19,897.9","19,720.8","","-0.56%"
"11/13/2024","19,845.4","19,853.3","19,929.6","19,817.2","","-0.04%"
"11/12/2024","19,853.3","20,015.9","20,015.9","19,799.7","","-0.81%"
"11/11/2024","20,015.9","19,937.1","20,084.5","19,937.1","","0.39%"
"11/08/2024","19,937.1","19,876.1","19,990.3","19,850.3","","0.31%"
"11/07/2024","19,876.1","19,828.0","19,924.1","19,828.0","","0.24%"
"11/06/2024","19,828.0","19,463.8","19,846.6","19,463.8","","1.87%"
"11/05/2024","19,463.8","19,243.4","19,464.3","19,243.4","","1.15%"
"11/04/2024","19,243.4","19,253.5","19,337.9","19,196.4","","-0.05%"
"11/01/2024","19,253.5","19,238.9","19,423.2","19,238.9","","0.08%"
"10/31/2024","19,238.9","19,416.3","19,416.3","19,236.6","","-0.91%"
"10/30/2024","19,416.3","19,456.7","19,506.1","19,362.4","","-0.21%"
"10/29/2024","19,456.7","19,549.7","19,549.7","19,452.7","","-0.48%"
"10/28/2024","19,549.7","19,456.3","19,575.9","19,456.3","","0.48%"
"10/25/2024","19,456.3","19,560.7","19,648.7","19,438.8","","-0.53%"
"10/24/2024","19,560.7","19,594.2","19,620.0","19,496.2","","-0.17%"
"10/23/2024","19,594.2","19,653.4","19,653.4","19,493.4","","-0.30%"
"10/22/2024","19,653.4","19,720.3","19,720.3","19,579.8","","-0.34%"
"10/21/2024","19,720.3","19,884.8","19,884.8","19,690.3","","-0.83%"
"10/18/2024","19,884.8","19,855.3","19,905.7","19,809.0","","0.15%"
"10/17/2024","19,855.3","19,825.5","19,901.5","19,825.5","","0.15%"
"10/16/2024","19,825.5","19,678.7","19,838.3","19,678.7","","0.75%"
"10/15/2024","19,678.7","19,814.6","19,814.6","19,669.8","","-0.69%"
"10/14/2024","19,814.6","19,711.2","19,834.2","19,690.5","","0.52%"
"10/11/2024","19,711.2","19,496.0","19,719.6","19,496.0","","1.10%"
"10/10/2024","19,496.0","19,547.1","19,547.1","19,452.9","","-0.26%"
"10/09/2024","19,547.1","19,435.0","19,560.9","19,388.1","","0.58%"
"10/08/2024","19,435.0","19,432.3","19,452.8","19,370.3","","0.01%"
"10/07/2024","19,432.3","19,538.7","19,538.7","19,367.3","","-0.54%"
"10/04/2024","19,538.7","19,387.7","19,541.0","19,387.7","","0.78%"
"10/03/2024","19,387.7","19,481.8","19,481.8","19,317.2","","-0.48%"
"10/02/2024","19,481.8","19,473.9","19,506.3","19,403.8","","0.04%"
"10/01/2024","19,473.9","19,516.4","19,529.1","19,384.8","","-0.22%"
"09/30/2024","19,516.4","19,501.2","19,526.7","19,352.4","","0.08%"
"09/27/2024","19,501.2","19,501.7","19,597.3","19,484.8","","0.00%"
"09/26/2024","19,501.7","19,381.2","19,527.8","19,381.2","","0.62%"
"09/25/2024","19,381.2","19,506.6","19,528.6","19,363.2","","-0.64%"
"09/24/2024","19,506.6","19,445.4","19,519.3","19,445.4","","0.31%"
"09/23/2024","19,445.4","19,373.7","19,458.8","19,373.7","","0.37%"
"09/20/2024","19,373.7","19,432.4","19,432.4","19,297.9","","-0.30%"
"09/19/2024","19,432.4","19,195.6","19,471.2","19,195.6","","1.23%"
"09/18/2024","19,195.6","19,225.8","19,400.3","19,186.0","","-0.16%"
"09/17/2024","19,225.8","19,256.4","19,331.6","19,176.5","","-0.16%"
"09/16/2024","19,256.4","19,121.5","19,265.2","19,121.5","","0.71%"
"09/13/2024","19,121.5","18,987.9","19,161.2","18,987.9","","0.70%"
"09/12/2024","18,987.9","18,866.6","19,001.1","18,806.2","","0.64%"
"09/11/2024","18,866.6","18,822.2","18,876.9","18,513.1","","0.24%"
"09/10/2024","18,822.2","18,859.7","18,892.2","18,684.9","","-0.20%"
"09/09/2024","18,859.7","18,663.1","18,932.6","18,663.1","","1.05%"
"09/06/2024","18,663.1","18,878.0","18,970.7","18,639.8","","-1.14%"
"09/05/2024","18,878.0","19,001.9","19,040.5","18,819.3","","-0.65%"
"09/04/2024","19,001.9","19,017.4","19,093.0","18,946.1","","-0.08%"
"09/03/2024","19,017.4","19,292.2","19,292.2","18,954.2","","-1.42%"
"08/30/2024","19,292.2","19,149.5","19,298.0","19,088.5","","0.75%"
"08/29/2024","19,149.5","19,064.4","19,237.1","19,053.2","","0.45%"
"08/28/2024","19,064.4","19,119.3","19,150.2","18,985.2","","-0.29%"
"08/27/2024","19,119.3","19,100.4","19,127.4","19,069.5","","0.10%"
"08/26/2024","19,100.4","19,093.5","19,184.7","19,086.2","","0.04%"
"08/23/2024","19,093.5","18,850.8","19,099.5","18,850.8","","1.29%"
"08/22/2024","18,850.8","18,902.5","18,945.9","18,810.2","","-0.27%"
"08/21/2024","18,902.5","18,802.2","18,913.9","18,802.2","","0.53%"
"08/20/2024","18,802.2","18,882.0","18,883.1","18,771.0","","-0.42%"
"08/19/2024","18,882.0","18,753.8","18,882.1","18,753.8","","0.68%"
"08/16/2024","18,753.8","18,706.5","18,769.9","18,674.0","","0.25%"
"08/15/2024","18,706.5","18,498.1","18,729.0","18,498.1","","1.13%"
"08/14/2024","18,498.1","18,402.3","18,521.4","18,402.3","","0.52%"
"08/13/2024","18,402.3","18,206.4","18,412.0","18,206.4","","1.08%"
"08/12/2024","18,206.4","18,267.2","18,302.3","18,177.3","","-0.33%"
"08/09/2024","18,267.2","18,186.1","18,305.0","18,119.2","","0.45%"
"08/08/2024","18,186.1","17,838.8","18,202.5","17,838.8","","1.95%"
"08/07/2024","17,838.8","17,922.6","18,180.1","17,833.9","","-0.47%"
"08/06/2024","17,922.6","17,725.2","18,108.3","17,725.2","","1.11%"
"08/05/2024","17,725.2","18,162.3","18,162.3","17,561.5","","-2.41%"
"08/02/2024","18,162.3","18,493.2","18,493.2","17,991.0","","-1.79%"
"08/01/2024","18,493.2","18,710.0","18,781.8","18,402.8","","-1.16%"
"07/31/2024","18,710.0","18,580.6","18,841.5","18,580.6","","0.70%"
"07/30/2024","18,580.6","18,539.4","18,627.2","18,491.9","","0.22%"
"07/29/2024","18,539.4","18,564.5","18,588.4","18,479.6","","-0.14%"
"07/26/2024","18,564.5","18,344.5","18,626.9","18,344.5","","1.20%"
"07/25/2024","18,344.5","18,308.4","18,559.3","18,289.7","","0.20%"
"07/24/2024","18,308.4","18,518.3","18,518.3","18,299.7","","-1.13%"
"07/23/2024","18,518.3","18,539.1","18,576.0","18,504.0","","-0.11%"
"07/22/2024","18,539.1","18,406.1","18,544.7","18,386.2","","0.72%"
"07/19/2024","18,406.1","18,513.7","18,520.9","18,391.4","","-0.58%"
"07/18/2024","18,513.7","18,712.5","18,798.9","18,472.6","","-1.06%"
"07/17/2024","18,712.5","18,781.2","18,792.0","18,688.4","","-0.37%"
"07/16/2024","18,781.2","18,525.1","18,786.4","18,525.1","","1.38%"
"07/15/2024","18,525.1","18,505.9","18,609.5","18,504.9","","0.10%"
"07/12/2024","18,505.9","18,379.7","18,591.4","18,379.7","","0.69%"
"07/11/2024","18,379.7","18,215.2","18,390.1","18,215.2","","0.90%"
"07/10/2024","18,215.2","18,048.6","18,217.9","18,048.6","","0.92%"
"07/09/2024","18,048.6","18,087.9","18,127.4","18,022.7","","-0.22%"
"07/08/2024","18,087.9","18,098.9","18,173.5","18,061.2","","-0.06%"
"07/05/2024","18,098.9","18,091.7","18,109.6","18,001.8","","0.04%"
"07/03/2024","18,091.7","18,028.2","18,138.3","18,028.2","","0.35%"
"07/02/2024","18,028.2","17,957.1","18,030.2","17,928.8","","0.40%"
"07/01/2024","17,957.1","18,026.5","18,123.5","17,931.7","","-0.39%"
"06/28/2024","18,026.5","18,009.1","18,114.8","17,953.3","","0.10%"
"06/27/2024","18,009.1","17,993.8","18,025.7","17,946.8","","0.09%"
"06/26/2024","17,993.8","18,051.0","18,051.0","17,940.0","","-0.32%"
"06/25/2024","18,051.0","18,126.7","18,126.7","17,985.2","","-0.42%"
"06/24/2024","18,126.7","17,995.7","18,189.4","17,995.7","","0.73%"
"06/21/2024","17,995.7","18,015.9","18,015.9","17,909.9","","-0.11%"
"06/20/2024","18,015.9","17,967.8","18,049.5","17,966.7","","0.27%"
"06/18/2024","17,967.8","17,902.3","17,998.7","17,902.3","","0.37%"
"06/17/2024","17,902.3","17,817.3","17,921.7","17,762.0","","0.48%"
"06/14/2024","17,817.3","17,923.4","17,923.4","17,713.5","","-0.59%"
"06/13/2024","17,923.4","18,005.9","18,005.9","17,832.4","","-0.46%"
"06/12/2024","18,005.9","17,919.1","18,144.7","17,919.1","","0.48%"
"06/11/2024","17,919.1","18,037.5","18,037.5","17,827.4","","-0.66%"
"06/10/2024","18,037.5","17,985.6","18,055.1","17,919.9","","0.29%"
"06/07/2024","17,985.6","18,066.6","18,099.6","17,961.6","","-0.45%"
"06/06/2024","18,066.6","18,045.5","18,102.9","18,015.6","","0.12%"
"06/05/2024","18,045.5","17,934.5","18,045.9","17,906.7","","0.62%"
"06/04/2024","17,934.5","18,007.0","18,007.0","17,843.4","","-0.40%"
"06/03/2024","18,007.0","18,083.7","18,105.9","17,862.6","","-0.42%"
"05/31/2024","18,083.7","17,852.4","18,087.9","17,846.0","","1.30%"
"05/30/2024","17,852.4","17,794.9","17,876.2","17,780.1","","0.32%"
"05/29/2024","17,794.9","18,007.0","18,007.0","17,791.6","","-1.18%"
"05/28/2024","18,007.0","18,110.6","18,116.1","17,950.5","","-0.57%"
"05/24/2024","18,110.6","18,028.5","18,147.5","18,028.5","","0.46%"
"05/23/2024","18,028.5","18,236.6","18,270.8","18,005.1","","-1.14%"
"05/22/2024","18,236.6","18,337.9","18,337.9","18,192.8","","-0.55%"
"05/21/2024","18,337.9","18,335.6","18,352.1","18,300.2","","0.01%"
"05/20/2024","18,335.6","18,388.3","18,421.9","18,329.5","","-0.29%"
"05/17/2024","18,388.3","18,317.4","18,389.5","18,317.0","","0.39%"
"05/16/2024","18,317.4","18,378.5","18,389.8","18,317.4","","-0.33%"
"05/15/2024","18,378.5","18,220.8","18,389.5","18,220.8","","0.87%"
"05/14/2024","18,220.8","18,133.9","18,226.8","18,133.9","","0.48%"
"05/13/2024","18,133.9","18,162.1","18,242.9","18,128.7","","-0.15%"
"05/10/2024","18,162.1","18,127.2","18,213.6","18,127.2","","0.19%"
"05/09/2024","18,127.2","17,996.0","18,130.7","17,986.3","","0.73%"
"05/08/2024","17,996.0","17,994.3","18,008.8","17,922.9","","0.01%"
"05/07/2024","17,994.3","17,963.8","18,026.5","17,963.8","","0.17%"
"05/06/2024","17,963.8","17,797.9","17,964.0","17,797.9","","0.93%"
"05/03/2024","17,797.9","17,699.0","17,844.0","17,699.0","","0.56%"
"05/02/2024","17,699.1","17,576.4","17,739.7","17,558.3","","0.70%"
